luminance,s_frequency,col_dir_id,bkg_id,ge_sigma,area,N,log_cone_contrast,dataset,ge_lambda,stim_id,t_frequency,orientation,eccentricity,vis_field,var_log_cone_contrast,stimulus,sensitivity
50,4,1,1,0.13804224706826,0.059865127672007,1,-1.84615384615385,rovamo1993,0.552168988273042,-1,0,0,0,180,NaN,grating,70.1703828670389
50,4,1,1,0.276466462098508,0.240123565063052,1,-2.09340659340659,rovamo1993,1.10586584839403,-1,0,0,0,180,NaN,grating,123.995691068473
50,4,1,1,0.553697917040357,0.963153821612097,1,-2.39010989010989,rovamo1993,2.21479166816143,-1,0,0,0,180,NaN,grating,245.533011253185
50,4,1,1,1.10892793653066,3.86328298866628,1,-2.53846153846154,rovamo1993,4.43571174612262,-1,0,0,0,180,NaN,grating,345.510729459223
50,4,1,1,2.22092431734489,15.4959209169076,1,-2.58791208791209,rovamo1993,8.88369726937957,-1,0,0,0,180,NaN,grating,387.179262201983
50,4,1,1,4.44799401375485,62.1553134387268,1,-2.75274725274725,rovamo1993,17.7919760550194,-1,0,0,0,180,NaN,grating,565.909849466364
50,8,1,1,0.0697135109630176,0.0152680573923005,1,-1.61538461538462,rovamo1993,0.55770808770414,-1,0,0,0,180,NaN,grating,41.246263829014
50,8,1,1,0.133998747604836,0.056409383242646,1,-1.86263736263736,rovamo1993,1.07198998083869,-1,0,0,0,180,NaN,grating,72.884866499332
50,8,1,1,0.272401094004082,0.233113576534588,1,-2.12637362637363,rovamo1993,2.17920875203266,-1,0,0,0,180,NaN,grating,133.774589314891
50,8,1,1,0.533458622666735,0.894028474922,1,-2.40659340659341,rovamo1993,4.26766898133388,-1,0,0,0,180,NaN,grating,255.031254144316
50,8,1,1,1.04470249335058,3.42874458816758,1,-2.58791208791209,rovamo1993,8.35761994680461,-1,0,0,0,180,NaN,grating,387.179262201983
50,8,1,1,2.08445551533644,13.6500780654603,1,-2.6043956043956,rovamo1993,16.6756441226916,-1,0,0,0,180,NaN,grating,402.156973981069
50,16,1,1,0.0318780082989586,0.00319250974354507,1,-0.901639344262295,rovamo1993,0.510048132783338,-1,0,0,0,180,NaN,grating,7.97332275225632
50,16,1,1,0.0682448198629489,0.0146315136295742,1,-1.26229508196721,rovamo1993,1.09191711780718,-1,0,0,0,180,NaN,grating,18.2934274335285
50,16,1,1,0.132839089464919,0.0554372467076938,1,-1.59016393442623,rovamo1993,2.1254254314387,-1,0,0,0,180,NaN,grating,38.9192026739295
50,16,1,1,0.26860309593562,0.226658442850066,1,-1.80327868852459,rovamo1993,4.29764953496991,-1,0,0,0,180,NaN,grating,63.5738757116483
50,16,1,1,0.543120428157202,0.92670637100898,1,-1.86885245901639,rovamo1993,8.68992685051523,-1,0,0,0,180,NaN,grating,73.9354054836423
50,16,1,1,1.07749880999025,3.64740064925302,1,-1.78688524590164,rovamo1993,17.2399809598441,-1,0,0,0,180,NaN,grating,61.2188611096406
50,32,1,1,0.0681384541841504,0.0145859401172504,1,-0.590163934426229,rovamo1993,2.18043053389281,-1,0,0,0,180,NaN,grating,3.89192026739294
50,32,1,1,0.136984353779243,0.0589510850740029,1,-0.868852459016393,rovamo1993,4.38349932093578,-1,0,0,0,180,NaN,grating,7.39354054836428
50,32,1,1,0.275390943410654,0.238258926299324,1,-0.983606557377049,rovamo1993,8.81251018914092,-1,0,0,0,180,NaN,grating,9.62956252459902
50,32,1,1,0.553641124845763,0.962956252459903,1,-1.08196721311475,rovamo1993,17.7165159950644,-1,0,0,0,180,NaN,grating,12.0772265513445
40,1.2,2,2,0.5,0.785398163397448,3,-1.67048937980589,colorfest,1.2,-1,0,0,0,180,0.0298457035486395,gabor,46.8262500388931
40,1.2,3,2,0.5,0.785398163397448,3,-2.63413919781442,colorfest,1.2,-1,0,0,0,180,0.00662235856140005,gabor,430.664622763839
40,1.2,4,2,0.5,0.785398163397448,3,-1.64092908099123,colorfest,1.2,-1,0,0,0,180,0.0606734096183518,gabor,43.7450664921267
40,1.2,5,2,0.5,0.785398163397448,3,-1.62862733867268,colorfest,1.2,-1,0,0,0,180,0.0512785029877435,gabor,42.5233370408659
40,1.2,6,2,0.5,0.785398163397448,3,-1.44704196630318,colorfest,1.2,-1,0,0,0,180,0.0494150454702854,gabor,27.9925180102202
40,1.2,7,2,0.5,0.785398163397448,3,-1.57346220342676,colorfest,1.2,-1,0,0,0,180,0.0137651026547657,gabor,37.4508952168775
40,1.2,8,2,0.5,0.785398163397448,3,-1.42478445707891,colorfest,1.2,-1,0,0,0,180,0.0618991578692466,gabor,26.5940485384823
40,2,2,2,0.5,0.785398163397448,3,-1.92277077853326,colorfest,2,-1,0,0,0,180,0.0115383243343829,gabor,83.7087349190198
40,2,3,2,0.5,0.785398163397448,3,-2.46607355018393,colorfest,2,-1,0,0,0,180,0.00302781649096005,gabor,292.464764123496
40,2,4,2,0.5,0.785398163397448,3,-1.43477043118306,colorfest,2,-1,0,0,0,180,0.101660574576606,gabor,27.2126246376197
40,2.8,2,2,0.5,0.785398163397448,3,-2.00509622950882,colorfest,2.8,-1,0,0,0,180,0.00867419244964853,gabor,101.180362146308
40,2.8,3,2,0.5,0.785398163397448,3,-2.39607041911944,colorfest,2.8,-1,0,0,0,180,0.00791357097522196,gabor,248.926090929712
40,2.8,4,2,0.5,0.785398163397448,3,-1.25981444807506,colorfest,2.8,-1,0,0,0,180,0.222114961579598,gabor,18.189235591246
40,2.8,5,2,0.5,0.785398163397448,3,-1.5026999311071,colorfest,2.8,-1,0,0,0,180,0.00726965169389697,gabor,31.8199821076428
40,2.8,6,2,0.5,0.785398163397448,3,-1.31853616570981,colorfest,2.8,-1,0,0,0,180,0.0100463125561258,gabor,20.822657979024
40,2.8,7,2,0.5,0.785398163397448,3,-1.62232770508577,colorfest,2.8,-1,0,0,0,180,0.0180560873368104,gabor,41.9109692949914
40,2.8,8,2,0.5,0.785398163397448,3,-1.45933738256874,colorfest,2.8,-1,0,0,0,180,0.0698539336739259,gabor,28.7963459613882
40,4,2,2,0.5,0.785398163397448,3,-1.9594691384035,colorfest,4,-1,0,0,0,180,0.00543289319312609,gabor,91.0896720322357
40,4,3,2,0.5,0.785398163397448,3,-2.24486392442171,colorfest,4,-1,0,0,0,180,0.000429840666318201,gabor,175.737289777219
40,4,4,2,0.5,0.785398163397448,3,-1.23255796188152,colorfest,4,-1,0,0,0,180,0.184184112182549,gabor,17.0827569501792
40,5.66,2,2,0.5,0.785398163397448,3,-1.78127990237252,colorfest,5.66,-1,0,0,0,180,0.00730218531047247,gabor,60.43379991432
40,5.66,3,2,0.5,0.785398163397448,3,-2.19340589726206,colorfest,5.66,-1,0,0,0,180,0.006579080563875,gabor,156.101076219466
40,5.66,4,2,0.5,0.785398163397448,3,-1.08476448117531,colorfest,5.66,-1,0,0,0,180,0.0978300503439972,gabor,12.1552663918457
40,8,2,2,0.5,0.785398163397448,3,-1.71588219099791,colorfest,8,-1,0,0,0,180,0.033936794108469,gabor,51.9854958818641
40,8,3,2,0.5,0.785398163397448,3,-2.13693611341824,colorfest,8,-1,0,0,0,180,0.00167851052563725,gabor,137.068011840686
40,8,4,2,0.5,0.785398163397448,3,-0.904821598837779,colorfest,8,-1,0,0,0,180,0.117908739689349,gabor,8.03196114411758
40,8,5,2,0.5,0.785398163397448,3,-1.14415732161754,colorfest,8,-1,0,0,0,180,0.00824343537330751,gabor,13.9366156041539
40,8,6,2,0.5,0.785398163397448,3,-1.11316184705696,colorfest,8,-1,0,0,0,180,0.0237083174620615,gabor,12.976627764869
40,8,7,2,0.5,0.785398163397448,3,-1.33572917526467,colorfest,8,-1,0,0,0,180,0.112318548806282,gabor,21.6635275243998
40,8,8,2,0.5,0.785398163397448,3,-1.20445108167569,colorfest,8,-1,0,0,0,180,0.0403864895459968,gabor,16.0122027896882
40,11.3,2,2,0.5,0.785398163397448,3,-1.45424235290427,colorfest,11.3,-1,0,0,0,180,0.047926617557238,gabor,28.4604886833493
40,11.3,3,2,0.5,0.785398163397448,3,-1.9311192660043,colorfest,11.3,-1,0,0,0,180,0.0084832626700244,gabor,85.333442464808
40,11.3,4,2,0.5,0.785398163397448,2,-1.10074589995615,colorfest,11.3,-1,0,0,0,180,0.0200165188025347,gabor,12.6108947167444
40,16,2,2,0.5,0.785398163397448,3,-1.18793172648686,colorfest,16,-1,0,0,0,180,0.00673587845141741,gabor,15.4145810809501
40,16,3,2,0.5,0.785398163397448,2,-1.8753420408869,colorfest,16,-1,0,0,0,180,0.00331926460308857,gabor,75.0485042332624
40,22.6,2,2,0.5,0.785398163397448,3,-0.798010632644559,colorfest,22.6,-1,0,0,0,180,0.0105550132331168,gabor,6.28073735483565
40,22.6,3,2,0.5,0.785398163397448,2,-1.48277184316442,colorfest,22.6,-1,0,0,0,180,0.00260152649802305,gabor,30.3928791467931
40,22.6,4,2,0.5,0.785398163397448,1,-0.75291921208667,colorfest,22.6,-1,0,0,0,180,0,gabor,5.66133966410444
40,30,2,2,0.5,0.785398163397448,3,-0.392776246882484,colorfest,30,-1,0,0,0,180,0.0143183054741209,gabor,2.4704510145472
40,30,3,2,0.5,0.785398163397448,2,-1.28756501164873,colorfest,30,-1,0,0,0,180,0.0101331708390338,gabor,19.389428639963
0.02,0.125,10,3,4,50.2654824574367,5,-1.20977550690232,hdr_csf,0.5,-1,0,0,0,180,0.00718171016419859,gabor,16.2097197690486
0.02,0.125,11,3,4,50.2654824574367,5,-0.527008857801613,hdr_csf,0.5,-1,0,0,0,180,0.00618201505233749,gabor,3.36518432882268
0.02,0.25,10,3,2,12.5663706143592,6,-1.11593575621729,hdr_csf,0.5,-1,0,0,0,180,0.0077027970379114,gabor,13.0597768477328
0.02,0.25,11,3,2,12.5663706143592,6,-0.611452007862887,hdr_csf,0.5,-1,0,0,0,180,0.00636405561308556,gabor,4.08744580895045
0.02,0.5,9,3,1,3.14159265358979,7,-0.854296808245527,hdr_csf,0.5,-1,0,0,0,180,0.0102436941217808,gabor,7.14984798512729
0.02,0.5,9,3,2,12.5663706143592,1,-0.455027648671447,hdr_csf,1,-1,0,0,0,180,0.00657172164515523,gabor,2.85119977885139
0.02,0.5,10,3,1,3.14159265358979,11,-1.21939265964869,hdr_csf,0.5,-1,0,0,0,180,0.00783469952102689,gabor,16.5726767546103
0.02,0.5,10,3,2,12.5663706143592,1,-1.35815055850311,hdr_csf,1,-1,0,0,0,180,0.0109536204593284,gabor,22.8113274381641
0.02,0.5,11,3,1,3.14159265358979,9,-0.472911874262626,hdr_csf,0.5,-1,0,0,0,180,0.00828037318260722,gabor,2.97106309133007
0.02,0.5,11,3,2,12.5663706143592,1,-0.675935133446572,hdr_csf,1,-1,0,0,0,180,0.00879771490590689,gabor,4.74171157406979
0.02,1,9,3,0.5,0.785398163397448,10,-0.775018492743443,hdr_csf,0.5,-1,0,0,0,180,0.0112006372625293,gabor,5.95687508027492
0.02,1,9,3,1,3.14159265358979,1,-0.775903461456332,hdr_csf,1,-1,0,0,0,180,0.00950871040307234,gabor,5.96902587427026
0.02,1,10,3,0.5,0.785398163397448,7,-1.10374200776545,hdr_csf,0.5,-1,0,0,0,180,0.0106192134810174,gabor,12.6981954598347
0.02,1,10,3,1,3.14159265358979,1,-1.30685445878065,hdr_csf,1,-1,0,0,0,180,0.0113689235727255,gabor,20.2700331422315
0.02,1,11,3,0.5,0.785398163397448,5,-0.327407784157052,hdr_csf,0.5,-1,0,0,0,180,0.00704883402993715,gabor,2.12523903504512
0.02,1,11,3,1,3.14159265358979,1,-1.07371313744674,hdr_csf,1,-1,0,0,0,180,0.00761325421669984,gabor,11.8498577635924
0.02,2,9,3,0.25,0.196349540849362,8,-0.487499903911821,hdr_csf,0.5,-1,0,0,0,180,0.010067474693759,gabor,3.07255668546049
0.02,2,9,3,0.5,0.785398163397448,1,-0.422712921619701,hdr_csf,1,-1,0,0,0,180,0.00995157680859716,gabor,2.64674999919574
0.02,2,10,3,0.25,0.196349540849362,8,-0.724235848539537,hdr_csf,0.5,-1,0,0,0,180,0.0126977251072967,gabor,5.2995116174381
0.02,2,10,3,0.5,0.785398163397448,1,-1.20680838887049,hdr_csf,1,-1,0,0,0,180,0.0279294667455984,gabor,16.0993517356507
0.02,2,11,3,0.5,0.785398163397448,1,-0.64493301595493,hdr_csf,1,-1,0,0,0,180,0.00687327149889472,gabor,4.41502346341027
0.02,4,9,3,0.25,0.196349540849362,1,0.0601489144058738,hdr_csf,1,-1,0,0,0,180,0.0147194993554861,gabor,0.870664998108025
0.02,4,10,3,0.125,0.0490873852123405,4,-0.309162975940343,hdr_csf,0.5,-1,0,0,0,180,0.00758048288429758,gabor,2.03780665372918
0.02,4,10,3,0.25,0.196349540849362,1,-0.607955543594576,hdr_csf,1,-1,0,0,0,180,0.0164574318311758,gabor,4.05467027830971
0.02,4,11,3,0.25,0.196349540849362,1,-0.0943238092554548,hdr_csf,1,-1,0,0,0,180,NaN,gabor,1.24257842673589
0.02,6,9,3,0.166666666666667,0.0872664625997165,1,0.246611899127657,hdr_csf,1,-1,0,0,0,180,NaN,gabor,0.566745526607879
0.02,6,10,3,0.0833333333333333,0.0218166156499291,1,-0.297041325454227,hdr_csf,0.5,-1,0,0,0,180,0.00713325625625201,gabor,1.98171558772324
0.02,6,10,3,0.166666666666667,0.0872664625997165,1,-0.472631601563582,hdr_csf,1,-1,0,0,0,180,0.0077690518144296,gabor,2.96914632915744
0.2,0.5,9,4,1,3.14159265358979,14,-1.23111479625365,hdr_csf,0.5,-1,0,0,0,180,0.0116009415029772,gabor,17.0260849626113
0.2,0.5,10,4,1,3.14159265358979,14,-1.68065945802474,hdr_csf,0.5,-1,0,0,0,180,0.00863755745222853,gabor,47.935742419111
0.2,0.5,11,4,1,3.14159265358979,14,-0.78610854016271,hdr_csf,0.5,-1,0,0,0,180,0.0127282382281246,gabor,6.11094732426983
0.2,1,9,4,0.5,0.785398163397448,16,-1.21914801352605,hdr_csf,0.5,-1,0,0,0,180,0.00923883547559004,gabor,16.5633436879419
0.2,1,10,4,0.5,0.785398163397448,14,-1.38665738953731,hdr_csf,0.5,-1,0,0,0,180,0.00817047212165343,gabor,24.3588841279882
0.2,1,11,4,0.5,0.785398163397448,14,-0.577730453754922,hdr_csf,0.5,-1,0,0,0,180,0.0115573546490097,gabor,3.78207776003742
0.2,2,9,4,0.25,0.196349540849362,14,-0.95197346628814,hdr_csf,0.5,-1,0,0,0,180,0.0092100016994135,gabor,8.95310063899072
0.2,2,10,4,0.25,0.196349540849362,7,-1.02871756497856,hdr_csf,0.5,-1,0,0,0,180,0.00895196495560037,gabor,10.6835986606535
0.2,2,11,4,0.25,0.196349540849362,6,-0.382297019524507,hdr_csf,0.5,-1,0,0,0,180,0.0113250355787288,gabor,2.41155415741508
0.2,4,9,4,0.125,0.0490873852123405,14,-0.417289789745383,hdr_csf,0.5,-1,0,0,0,180,0.00717727284835474,gabor,2.6139049413294
0.2,4,10,4,0.125,0.0490873852123405,6,-0.581772261188406,hdr_csf,0.5,-1,0,0,0,180,0.00909098195943086,gabor,3.81744036355416
0.2,4,11,4,0.125,0.0490873852123405,2,-0.171911775636097,hdr_csf,0.5,-1,0,0,0,180,NaN,gabor,1.485633813879
0.2,6,9,4,0.0833333333333333,0.0218166156499291,8,-0.0995470411767444,hdr_csf,0.5,-1,0,0,0,180,0.0102127564487855,gabor,1.25761306700025
0.2,6,10,4,0.0833333333333333,0.0218166156499291,6,-0.34936127141891,hdr_csf,0.5,-1,0,0,0,180,0.00904548400535621,gabor,2.23543101117996
2,0.5,9,5,1,3.14159265358979,14,-1.44201712637169,hdr_csf,0.5,-1,0,0,0,180,0.0100423862686506,gabor,27.6705076170798
2,0.5,10,5,1,3.14159265358979,14,-2.1443529602788,hdr_csf,0.5,-1,0,0,0,180,0.00961138345072572,gabor,139.42895110673
2,0.5,11,5,1,3.14159265358979,14,-1.24297390311414,hdr_csf,0.5,-1,0,0,0,180,0.0110972825893192,gabor,17.4974154297071
2,1,9,5,0.5,0.785398163397448,16,-1.57226093827256,hdr_csf,0.5,-1,0,0,0,180,0.0084529287394477,gabor,37.3474486034849
2,1,10,5,0.5,0.785398163397448,14,-1.94619804244993,hdr_csf,0.5,-1,0,0,0,180,0.0108504199571915,gabor,88.3482685154401
2,1,11,5,0.5,0.785398163397448,14,-0.946712690196726,hdr_csf,0.5,-1,0,0,0,180,0.00898741004935526,gabor,8.84530250579611
2,2,9,5,0.25,0.196349540849362,14,-1.46871313956961,hdr_csf,0.5,-1,0,0,0,180,0.00800160944271915,gabor,29.4247742496509
2,2,10,5,0.25,0.196349540849362,14,-1.56030847387526,hdr_csf,0.5,-1,0,0,0,180,0.015627441393165,gabor,36.3336036127889
2,2,11,5,0.25,0.196349540849362,14,-0.762774145247278,hdr_csf,0.5,-1,0,0,0,180,0.00960665781068282,gabor,5.79127442997019
2,4,9,5,0.125,0.0490873852123405,13,-1.05116302190234,hdr_csf,0.5,-1,0,0,0,180,0.00925642616168919,gabor,11.250271982033
2,4,10,5,0.125,0.0490873852123405,12,-1.20910988658372,hdr_csf,0.5,-1,0,0,0,180,0.00986944306535357,gabor,16.1848950124728
2,4,11,5,0.125,0.0490873852123405,13,-0.614731343162208,hdr_csf,0.5,-1,0,0,0,180,0.010920476288158,gabor,4.1184267224974
2,6,9,5,0.0833333333333333,0.0218166156499291,13,-0.66707820430257,hdr_csf,0.5,-1,0,0,0,180,0.00835866957283224,gabor,4.64598928977493
2,6,10,5,0.0833333333333333,0.0218166156499291,7,-1.05460379872092,hdr_csf,0.5,-1,0,0,0,180,0.0100846614343618,gabor,11.3397583205273
2,6,11,5,0.0833333333333333,0.0218166156499291,10,-0.37052540485652,hdr_csf,0.5,-1,0,0,0,180,0.0118655754433843,gabor,2.34706655465675
20,0.125,10,6,2,12.5663706143592,2,-2.48316871125564,hdr_csf,2,-1,0,0,0,180,0.0131131439364313,gabor,304.206655391213
20,0.125,10,6,4,50.2654824574367,6,-2.52803895252584,hdr_csf,0.5,-1,0,0,0,180,0.00726292900445319,gabor,337.317561822018
20,0.125,11,6,2,12.5663706143592,2,-1.56049938536568,hdr_csf,2,-1,0,0,0,180,0.00742379949486781,gabor,36.3495790109092
20,0.125,11,6,4,50.2654824574367,6,-1.74500870032827,hdr_csf,0.5,-1,0,0,0,180,0.00856517827301362,gabor,55.5915393948793
20,0.25,10,6,2,12.5663706143592,7,-2.55130263664246,hdr_csf,0.5,-1,0,0,0,180,0.011932392150446,gabor,355.879225418331
20,0.25,10,6,2,12.5663706143592,2,-2.67513051400902,hdr_csf,2,-1,0,0,0,180,0.0121786860697923,gabor,473.293471561817
20,0.25,11,6,2,12.5663706143592,7,-1.71356553731631,hdr_csf,0.5,-1,0,0,0,180,0.0091569305077036,gabor,51.7089283567623
20,0.25,11,6,2,12.5663706143592,2,-1.85321745799423,hdr_csf,2,-1,0,0,0,180,0.00782836974751326,gabor,71.3210056090257
20,0.5,9,6,0.1,0.0314159265358979,1,-0.641424223290885,hdr_csf,0.05,-1,0,0,0,180,0.00906149246671217,gabor,4.37949690025174
20,0.5,9,6,0.5,0.785398163397448,1,-1.1717973311939,hdr_csf,0.25,-1,0,0,0,180,0.00785431077437729,gabor,14.8524237410671
20,0.5,9,6,1,3.14159265358979,21,-1.39636917013262,hdr_csf,0.5,-1,0,0,0,180,0.0106724579895237,gabor,24.9097386005582
20,0.5,10,6,0.5,0.785398163397448,1,-1.99421822499044,hdr_csf,0.25,-1,0,0,0,180,0.0055190449849397,gabor,98.6775197467579
20,0.5,10,6,1,3.14159265358979,23,-2.44719607386976,hdr_csf,0.5,-1,0,0,0,180,0.00939963268914124,gabor,280.024527998172
20,0.5,10,6,2,12.5663706143592,2,-2.70925619184767,hdr_csf,2,-1,0,0,0,180,0.00875650868847526,gabor,511.98376750763
20,0.5,11,6,0.1,0.0314159265358979,1,-0.274606878821255,hdr_csf,0.05,-1,0,0,0,180,0.0116648588458321,gabor,1.88194479129388
20,0.5,11,6,0.5,0.785398163397448,1,-1.13158847584187,hdr_csf,0.25,-1,0,0,0,180,0.0080564198627301,gabor,13.5390588455551
20,0.5,11,6,1,3.14159265358979,22,-1.5823205963003,hdr_csf,0.5,-1,0,0,0,180,0.0106446998386822,gabor,38.2226326294724
20,0.5,11,6,2,12.5663706143592,2,-1.79642684157566,hdr_csf,2,-1,0,0,0,180,0.00789005763418554,gabor,62.5787438959421
20,1,9,6,0.05,0.00785398163397448,1,-0.309242407824985,hdr_csf,0.05,-1,0,0,0,180,0.00785320925799231,gabor,2.03817939994932
20,1,9,6,0.25,0.196349540849362,1,-1.24888332120382,hdr_csf,0.25,-1,0,0,0,180,0.00659444265581953,gabor,17.7371288610033
20,1,9,6,0.5,0.785398163397448,23,-1.60107619678173,hdr_csf,0.5,-1,0,0,0,180,0.011791691877667,gabor,39.9094917253037
20,1,9,6,1,3.14159265358979,10,-1.81887957195506,hdr_csf,1,-1,0,0,0,180,0.0107704224859863,gabor,65.8991134418398
20,1,10,6,0.05,0.00785398163397448,1,-0.632158274534491,hdr_csf,0.05,-1,0,0,0,180,0.0088926164489892,gabor,4.28704729333074
20,1,10,6,0.25,0.196349540849362,1,-1.61077446775259,hdr_csf,0.25,-1,0,0,0,180,0.00963502899853862,gabor,40.8107398187444
20,1,10,6,0.5,0.785398163397448,21,-2.30424530152356,hdr_csf,0.5,-1,0,0,0,180,0.0104872139354219,gabor,201.486197824077
20,1,10,6,1,3.14159265358979,10,-2.46830997893841,hdr_csf,1,-1,0,0,0,180,0.0111101122508984,gabor,293.97471563299
20,1,10,6,2,12.5663706143592,2,-2.61474093683921,hdr_csf,2,-1,0,0,0,180,0.00762751418380499,gabor,411.851770060968
20,1,11,6,0.25,0.196349540849362,1,-1.01534409477076,hdr_csf,0.25,-1,0,0,0,180,0.00815818328048321,gabor,10.3596264256261
20,1,11,6,0.5,0.785398163397448,20,-1.34147165161608,hdr_csf,0.5,-1,0,0,0,180,0.0133062992647063,gabor,21.9518765454122
20,1,11,6,1,3.14159265358979,10,-1.6213959409653,hdr_csf,1,-1,0,0,0,180,0.00811388303056713,gabor,41.8211471177262
20,1,11,6,2,12.5663706143592,2,-1.6036755777169,hdr_csf,2,-1,0,0,0,180,0.0116472676955871,gabor,40.1490781206834
20,2,9,6,0.125,0.0490873852123405,1,-1.07073162291297,hdr_csf,0.25,-1,0,0,0,180,0.0245418928993321,gabor,11.7687848366508
20,2,9,6,0.25,0.196349540849362,21,-1.57021032006205,hdr_csf,0.5,-1,0,0,0,180,0.00925188961657766,gabor,37.1715199692886
20,2,9,6,0.5,0.785398163397448,9,-1.92702739084793,hdr_csf,1,-1,0,0,0,180,0.0119069572773527,gabor,84.5332158373813
20,2,9,6,1,3.14159265358979,10,-2.0707127233,hdr_csf,2,-1,0,0,0,180,0.00698451160674498,gabor,117.682726942034
20,2,10,6,0.125,0.0490873852123405,1,-1.33337786977695,hdr_csf,0.25,-1,0,0,0,180,0.0183062028591282,gabor,21.5465563637842
20,2,10,6,0.25,0.196349540849362,21,-1.94480424609412,hdr_csf,0.5,-1,0,0,0,180,0.0127195812630589,gabor,88.0651838502855
20,2,10,6,0.5,0.785398163397448,10,-2.25618166650475,hdr_csf,1,-1,0,0,0,180,0.00917426191111794,gabor,180.377210560806
20,2,10,6,1,3.14159265358979,9,-2.39971143533333,hdr_csf,2,-1,0,0,0,180,0.0106109009472496,gabor,251.021797624308
20,2,10,6,2,12.5663706143592,2,-2.30421488865056,hdr_csf,2,-1,0,0,0,180,0.00716363339070245,gabor,201.472088596704
20,2,11,6,0.125,0.0490873852123405,1,-0.492481362908897,hdr_csf,0.25,-1,0,0,0,180,0.0135927907072683,gabor,3.10800252464812
20,2,11,6,0.25,0.196349540849362,21,-0.953904715922934,hdr_csf,0.5,-1,0,0,0,180,0.00996533771909038,gabor,8.99300253682214
20,2,11,6,0.5,0.785398163397448,10,-1.29324977068102,hdr_csf,1,-1,0,0,0,180,0.00961277926693634,gabor,19.6448976592002
